date,previous_date,retailer_id,retailer_name,ipca_item_id,ipca_code,relative,product_pair_count
2026-07-14,2026-07-13,extra-mercado,Extra Mercado,ipca-sp-1103028,1103028,1.000000000000,1
2026-07-14,2026-07-13,pao-de-acucar,Pão de Açúcar,ipca-sp-1103028,1103028,1.000000000000,1
2026-07-14,2026-07-13,extra-mercado,Extra Mercado,ipca-sp-1103044,1103044,1.000000000000,1
2026-07-14,2026-07-13,carrefour,Carrefour Mercado,ipca-sp-1104023,1104023,1.150514606942,8
2026-07-14,2026-07-13,extra-mercado,Extra Mercado,ipca-sp-1104023,1104023,1.000000000000,6
2026-07-14,2026-07-13,pao-de-acucar,Pão de Açúcar,ipca-sp-1104023,1104023,1.000000000000,4
2026-07-14,2026-07-13,st-marche,St Marché,ipca-sp-1104023,1104023,1.000000000000,4
2026-07-14,2026-07-13,carrefour,Carrefour Mercado,ipca-sp-1104032,1104032,0.927123838968,2
2026-07-14,2026-07-13,pao-de-acucar,Pão de Açúcar,ipca-sp-1104032,1104032,1.051714065876,6
2026-07-14,2026-07-13,st-marche,St Marché,ipca-sp-1104032,1104032,1.000000000000,5
2026-07-14,2026-07-13,pao-de-acucar,Pão de Açúcar,ipca-sp-1104052,1104052,1.000000000000,2
2026-07-14,2026-07-13,st-marche,St Marché,ipca-sp-1105001,1105001,1.000000000000,2
2026-07-14,2026-07-13,extra-mercado,Extra Mercado,ipca-sp-1105012,1105012,1.000000000000,1
2026-07-14,2026-07-13,carrefour,Carrefour Mercado,ipca-sp-1105019,1105019,1.000000000000,1
2026-07-14,2026-07-13,carrefour,Carrefour Mercado,ipca-sp-1106017,1106017,1.000000000000,1
2026-07-14,2026-07-13,pao-de-acucar,Pão de Açúcar,ipca-sp-1106018,1106018,1.000000000000,1
2026-07-14,2026-07-13,st-marche,St Marché,ipca-sp-1106019,1106019,1.000000000000,1
2026-07-14,2026-07-13,carrefour,Carrefour Mercado,ipca-sp-1107018,1107018,1.000000000000,1
2026-07-14,2026-07-13,extra-mercado,Extra Mercado,ipca-sp-1107018,1107018,1.000000000000,2
2026-07-14,2026-07-13,pao-de-acucar,Pão de Açúcar,ipca-sp-1107018,1107018,1.000000000000,4
2026-07-14,2026-07-13,pao-de-acucar,Pão de Açúcar,ipca-sp-1107084,1107084,0.963123043672,5
2026-07-14,2026-07-13,pao-de-acucar,Pão de Açúcar,ipca-sp-1107093,1107093,0.829424307036,1
2026-07-14,2026-07-13,extra-mercado,Extra Mercado,ipca-sp-1107094,1107094,1.000000000000,1
2026-07-14,2026-07-13,extra-mercado,Extra Mercado,ipca-sp-1107095,1107095,1.000000000000,1
2026-07-14,2026-07-13,st-marche,St Marché,ipca-sp-1108038,1108038,1.000000000000,1
2026-07-14,2026-07-13,pao-de-acucar,Pão de Açúcar,ipca-sp-1108075,1108075,1.000000000000,2
2026-07-14,2026-07-13,carrefour,Carrefour Mercado,ipca-sp-1108080,1108080,1.000000000000,1
2026-07-14,2026-07-13,st-marche,St Marché,ipca-sp-1108080,1108080,1.000000000000,1
2026-07-14,2026-07-13,st-marche,St Marché,ipca-sp-1109002,1109002,1.000000000000,1
2026-07-14,2026-07-13,extra-mercado,Extra Mercado,ipca-sp-1109007,1109007,1.000000000000,1
